"Numeral" "ID" "PRESTADOR" "NIT" "EXPEDIENTES" "COD_DANE" "DPTO" "Municipio de Correspondencia" "SERVICIOS" "REPRESENTANTE LEGAL" "DIRECCION" "CORREO ELECTRONICO" "TELEFONO 1" "TELEFONO 2" "CELULAR" "CLASIFICACION" "AREA DE PRESTACION" "TIPO PRESTADOR" "ORDEN" "NATURALEZA JURIDICA" "CLASE" "FECHA DE INICIO DE ACTIVIDADES" "ACUEDUCTO CAPTACION" "ACUEDUCTO ADUCCION" "ACUEDUCTO TRATAMIENTO" "ACUEDUCTO ALMACENAMIENTO" "ACUEDUCTO CONDUCCION" "ACUEDUCTO DISTRIBUCION" "ACUEDUCTO COMERCIALIZACION" "ALCANTARILLADO RECOLECCION" "ALCANTARILLADO CONDUCCION DE RESIDUOS LIQUIDOS" "ALCANTARILLADO TRATAMIENTO" "ALCANTARILLADO DISPOSICION FINAL" "ALCANTARILLADO COMERCIALIZACION" "ASEO RECOLECCION Y TRANSPORTE" "ASEO BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "ASEO LAVADO DE AREAS PUBLICAS" "ASEO CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "ASEO APROVECHAMIENTO" "ASEO DISPOSICION FINAL" "ASEO LIMPIEZA DE PLAYAS" "ASEO TRANSFERENCIA" "ULTIMO TRAMITE RUPS" "MOTIVO" "ESTADO" "EN VIGILANCIA" "OBSERVACIONES" "Municipios Prestacion"
"1586" 23440 "FUNDACION CAUSA SOCIAL EDUCATIVA" 9000237137 "2019460351701654E" 5674 "ANTIOQUIA" "SAN VICENTE" "ASEO" "ALZATE FRANCO FERNANDO JAVIER" "CC BOULEVARD DEL PARQUE No. 23-10 L 105" "funcausasocial@gmail.com" "8544524" 8544524 3148882350 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 1" "CORPORACION" "PRIVADA" "39114" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "DISPOSICION FINAL" "TRATAMIENTO" "TRANSFERENCIA" "40759" "Inscripción" "APROBADA" "SI" NA "SAN VICENTE"
"1587" 23444 "ONZAGUA" 9003620387 "2019460351701655E" 68502 "SANTANDER" "ONZAGA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "CAROLINA CACERES ESTUPINAN" "K 3A 3 - 13" "onzagua10@hotmail.com" "7217779" 7217596 3102450823 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR EN MUNICIPIO MENOR" "COOPERATIVA" "PRIVADA" "40360" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "43494" "Actualizacion" "CERTIFICADA" "SI" NA "ONZAGA"
"1588" 23446 "EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS AGUAS DEL SAN AGUSTIN S.A E.S.P" 9003458302 "2019460351701656E" 27745 "CHOCO" "SIPI" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MARTINEZ LEMUS JOSE WILMER" "barrio Barrancon palacio municipal" "aguasdelsanagustin@gmail.com" "5213970" 5213969 3207254497 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "MIXTA" "40373" "CAPTACION" "ADUCCION" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "43123" "Actualizacion" "APROBADA" "SI" NA "SIPI"
"1589" 23451 "EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE RIOSUCIO S.A. ESP." 9003681153 "2019460351701657E" 27615 "CHOCO" "RIOSUCIO" "ASEO" "CHAVERRA PACHECO PLINIO ELIECER" "BARRIO BENJAMIN 2 Calle" "chaverraa@hotmail.com" "6810004" 6810014 3104645568 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "PRIVADA" "40329" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "0" "0" "DISPOSICION FINAL" "0" "0" "43073" "Actualizacion" "APROBADA" "SI" NA "RIOSUCIO"
"1590" 23459 "ASOCIACION DE USUARIOS DEL ACUEDUCTO LA CABUYALA" 9003534990 "2019460351701658E" 5030 "ANTIOQUIA" "AMAGA" "ACUEDUCTO" "OSSA ALVAREZ DANIBIA DEL ROCIO" "AMAGA - BARRIO LOS ALVAREZ" "acueductolacabuyala@hotmail.com" "8244986" 8470252 3218637541 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "40262" "CAPTACION" "0" "0" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41514" "Actualizacion" "APROBADA" "SI" NA "AMAGA"
"1591" 23461 "EMRPESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE CARAMANTA S.A. E.S.P" 9003633250 "2019460351701660E" 5145 "ANTIOQUIA" "CARAMANTA" "ASEO" "GONZALEZ BEDOYA DIANA MARIA" "CARRERA 21 No 19 - 55" "servicaramanta@gmail.com" "8553044" 8553354 3207881900 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "0" "SOCIEDAD ANONIMA" "PRIVADA" "23461" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "APROVECHAMIENTO" "DISPOSICION FINAL" "TRATAMIENTO" "0" "41955" "Actualizacion" "APROBADA" "SI" NA "CARAMANTA"
"1592" 23463 "AGUAS DEL CARMELO A.S E.S.P" 9003239653 "2019460351701661E" 27245 "CHOCO" "EL CARMEN DE ATRATO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "AGUDELO BEDOYA DAVID FERNANDO" "Carrera 4 No 5-39" "serviciospublicos@elcarmendeatrato-choco.gov.co" "6790214" 6790210 3202511167 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "42125" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "DISPOSICION FINAL" "0" "0" "43157" "Actualizacion" "APROBADA" "SI" NA "EL CARMEN DE ATRATO"
"1593" 23464 "EMPRESA DE SERVICIOS PUBLICOS DE TOGUI" 9003331342 "2019460351701662E" 15816 "BOYACA" "TOGÜI" "ACUEDUCTO,ALCANTARILLADO,ASEO" "HANS ALEXANDER LEURO FAJARDO" "Calle 3 No 4-61 Local 5" "aguasdetoguiesp@hotmail.com" "3112329645" 0 0 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "40360" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "42793" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "TOGUI"
"1594" 23465 "ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO DE BOLO SAN ISIDRO E.S.P" 9002184875 "2019460351701663E" 76520 "VALLE DEL CAUCA" "PALMIRA" "ACUEDUCTO" "BARONA JOSE MAER" "CARRERA 5 No 1 - 184" "josemaher51@hotmail.com" "2709500" 2709500 3146376522 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "38556" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41148" "Actualizacion" "APROBADA" "SI" NA "PALMIRA"
"1595" 23466 "EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE SAN LUIS DE PALENQUE S.A. E.S.P." 9002606822 "2019460351701664E" 85325 "CASANARE" "SAN LUIS DE PALENQUE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "TORRES LOPEZ CARLOS WBEIMAR" "Calle 2 N 3-51" "eaaas.slp@gmail.com" "6370011" 6370017 3108066751 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "39821" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43179" "Actualizacion" "Pendiente de Revision" "SI" NA "SAN LUIS DE PALENQUE"
"1596" 23468 "EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE OCAMONTE S.A E.S.P" 9003700262 "2019460351701665E" 68498 "SANTANDER" "OCAMONTE" "ACUEDUCTO,ALCANTARILLADO,ASEO" "CRISTINA AMPARO NOVA JAIMES" "Calle 5 N 3-49" "espocam@hotmail.com" "7241612" 7242292 3214717865 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "40381" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "0" "0" "43536" "Actualizacion" "APROBADA" "SI" NA "OCAMONTE"
"1597" 23469 "ASOCIACION DE USUARIOS ACUEDUCTO COMUNITARIO SANTIAGO LONDOÑO VELA I Y VELA II" 8001550656 "2019460351701666E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "HINCAPIE JIMENEZ GLORIA ESPERANZA" "manzana A casa 4 Santiago LondoNo" "asosantiagov@hotmail.com" "3308078" 3304213 3207086033 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "ASOCIACION DE USUARIOS" "PRIVADA" "35576" "CAPTACION" "0" "TRATAMIENTO" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42557" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "DOSQUEBRADAS"
"1598" 23470 "ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE PUERTO NUEVO" 8160020640 "2019460351701667E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "ANA ISABEL BERNAL MUNOZ" "TRANSVERSAL 18 CALLE 72B BARRIO LA MARIANA" "ACUEDUCTOPUERTONUEVO@HOTMAIL.COM" "3283813" 3283190 3103813121 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "ASOCIACION DE USUARIOS" "PRIVADA" "35413" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43502" "Actualizacion" "CERTIFICADA" "SI" NA "DOSQUEBRADAS"
"1599" 23471 "ASOCIACION DE USUARIOS DL ACUEDUCTO COMUNITARIO DEL BARRIO LOS LAGOS" 8160047045 "2019460351701668E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "GLORIA DIVINA MEJIA HENAO" "Manzana 8 casa 104 Los Lagos" "asolagos@gmail.com" "3328154" 3420434 3162895934 "MENOR O IGUAL A 2500 USUARIOS" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "ASOCIACION DE USUARIOS" "PRIVADA" "36723" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43626" "Actualizacion" "CERTIFICADA" "SI" NA "DOSQUEBRADAS"
"1600" 23473 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL BARRIO LA FLORESTA" 8160027820 "2019460351701669E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "LOPEZ CARDONA JOSE HERNAN" "TV 8 CASA 40 BARRIO LA FLORESTA" "nacho10100@hotmail.com" "3437624" 3437624 3123353599 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 1" "ASOCIACION DE USUARIOS" "PRIVADA" "35826" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40876" "Inscripción" "APROBADA" "SI" NA "DOSQUEBRADAS"
"1601" 23474 "ASOCIACION DEL ACUEDUCTO COMUNITARIO DEL BARRIO SAN FERNANDO" 9000453382 "2019460351701670E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "GARCIA FRANCO WILLIAM" "CARRERA 21 NO 44-41 SAN FERNANDO" "WGF18@YAHOO.COM" "3420106" 3420199 3183932484 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 2" "ASOCIACION DE USUARIOS" "PRIVADA" "35653" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43205" "Actualizacion" "Pendiente de Revision" "SI" NA "DOSQUEBRADAS"
"1602" 23475 "ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL BARRIO LOS COMUNEROS" 8160030179 "2019460351701671E" 66170 "RISARALDA" "DOSQUEBRADAS" "ACUEDUCTO" "CARO CARO GUILLERMO" "CASA 28 BARRIO COMUNEROS" "asocumunero@gmail.com" "3266610" 3266610 3187635897 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35577" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40876" "Actualizacion" "APROBADA" "SI" NA "DOSQUEBRADAS"
"1603" 23478 "ALCALDIA DE LETICIA" 8999993029 "2019460351701672E" 91001 "AMAZONAS" "LETICIA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "JOSE HUBER ARAUJO NIETO" "Calle 10 N 10-47" "alcaldia@leticia-amazonas.gov.co" "5928064" 5925944 3142944338 "MAS DE 2500 SUSCRIPTORES" "URBANO Y RURAL" "MUNICIPIO (PRESTACIÓN DIRECTA)" "MUNICIPAL" "0" "OFICIAL" "39969" "CAPTACION" "ADUCCION" "TRATAMIENTO" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "0" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "0" "0" "DISPOSICION FINAL" "0" "0" "43496" "Actualizacion" "CERTIFICADA" "SI" NA "LETICIA"
"1604" 23483 "ASOCIACION ACUEDUCTO EL SALITRE DE LA VEREDA TEGUANEQUE DEL MUNICIPIO DE TURMEQUE" 9001327847 "2019460351701673E" 15835 "BOYACA" "TURMEQUE" "ACUEDUCTO" "SIERRA RUBIANO JOSE AGUSTIN" "PERSONERIA MUNICIPAL TURMEQUE - VEREDA TEGUANEQUE" "acueductoelsalitre@gmail.com" "4411924" 4411924 3118650996 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "35509" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40402" "Inscripción" "APROBADA" "SI" NA "TURMEQUE"
"1605" 23491 "EMPRESA DE SERVICIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE APULO S.A. E.S.P." 9003547699 "2019460351701674E" 25599 "CUNDINAMARCA" "APULO" "ACUEDUCTO,ALCANTARILLADO,ASEO" "LUIS CARLOS SILVA ALFONSO" "kilometro 1 via Apulo Anapoima" "empoapulo@apulo-cundinamarca.gov.co" "8388804" 8388301 3126989906 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD EN COMANDITA POR ACCIONES" "OFICIAL" "40391" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "DISPOSICION FINAL" "0" "0" "43626" "Actualizacion" "ceRTIFICADA" "SI" NA "APULO"
"1606" 23497 "RIO LUISA EMPRESA DE SERVICIOS PUBLICOS S.A. E.S.P." 9003761806 "2019460351701675E" 73678 "TOLIMA" "SAN LUIS" "ACUEDUCTO,ALCANTARILLADO,ASEO" "MURILLO LUGO CARLOS" "EDIFICIO PALACIO MUNICIPAL" "rioluisa.sa.esp@gmail.com" "2252436" 2252010 3102102837 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "40391" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "0" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43061" "Actualizacion" "PENDIENTE DE REVISION" "SI" NA "SAN LUIS"
"1607" 23499 "ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO AGUAS CALIENTES" 9003754282 "2019460351701676E" 11001 "D.C." "BOGOTA" "ACUEDUCTO" "GARCIA VALENTIN" "Diagonal 91 B bis sur No 18 h - 53" "auacact@gmail.com" "7391096" 2009262 3194954709 "HASTA 2500 SUSCRIPTORES" "URBANO" "ORGANIZACION AUTORIZADA" "PRESTADOR AREA O ZONA URBANA ESTRATO 1" "ASOCIACION DE USUARIOS" "PRIVADA" "41000" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43523" "Actualizacion" "CERTIFICADA" "SI" NA "BOGOTA, D.C."
"1608" 23501 "ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL EL HIMAL VEREDAS DAN Y BENJAMIN DEL MUNICIPIO DE SUAITA" 9003431211 "2019460351701677E" 68770 "SANTANDER" "SUAITA" "ACUEDUCTO" "Ardila Ardila Gilber Antonio" "finca el alto de la argelia" "gilberardila@gmail.com" "7580243" 7580222 3103262952 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "40235" "CAPTACION" "0" "0" "0" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40865" "Actualizacion" "APROBADA" "SI" NA "SUAITA"
"1609" 23504 "ACUEDUCTO ALCANTARILLADO Y ASEO DE URIBIA SAS ESP" 9003757033 "2019460351701678E" 44847 "LA GUAJIRA" "URIBIA" "ACUEDUCTO,ALCANTARILLADO,ASEO" "TORO HERNANDEZ OMAR DARIO" "DIAGONAL 6 No 5- 119" "aaadeuribia@hotmail.com" "7177025" 7177907 3006178335 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA SIMPLIFICADA" "MIXTA" "01 / sep / 2010" "CAPTACION" "ADUCCION" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "RECOLECCION" "CONDUCCION DE RESIDUOS LIQUIDOS" "TRATAMIENTO" "DISPOSICION FINAL" "COMERCIALIZACION" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "0" "0" "43657" "Actualizacion" "CERTIFICADA" "SI" NA "URIBIA"
"1610" 23505 "ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE FLORIAN Y PAYACAL" 8080026862 "2019460351701679E" 25386 "CUNDINAMARCA" "LA MESA" "ACUEDUCTO" "PULIDO RUIZ MARIA CONCEPCION" "Carrera 14 No 2-71 Barrio Toledo La Mesa" "acueductoflorianpayacal@hotmail.com" "8470056" 8470056 3112824996 "HASTA 2500 SUSCRIPTORES" "RURAL" "ORGANIZACION AUTORIZADA" "PRESTADOR EN AREA RURAL" "ASOCIACION DE USUARIOS" "PRIVADA" "36540" "CAPTACION" "0" "TRATAMIENTO" "ALMACENAMIENTO" "CONDUCCION" "DISTRIBUCION" "COMERCIALIZACION" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40630" "Inscripción" "APROBADA" "SI" NA "LA MESA"
"1611" 23506 "EMPRESA DE SERVICIO DE ASEO DE ARGELIA" 9003753499 "2019460351701680E" 76054 "VALLE DEL CAUCA" "ARGELIA" "ASEO" "CORTES IDARRAGA CLAUDIA XIMENA" "CARRERA 6 2-44" "aseo@argelia-valle.gov.co" "0" 0 3114312496 "HASTA 2500 SUSCRIPTORES" "URBANO" "SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)" "MUNICIPAL" "SOCIEDAD ANONIMA" "OFICIAL" "28 / sep / 2010" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "RECOLECCION Y TRANSPORTE DE RESIDUOS NO APROVECHABLES" "BARRIDO Y LIMPIEZA DE VIAS Y AREAS PUBLICAS" "LAVADO DE AREAS PUBLICAS" "CORTE DE CESPED Y PODA EN ARBOLES EN VIAS Y AREAS PUBLICAS" "0" "0" "LIMPIEZA DE PLAYAS" "0" "43625" "Actualizacion" "CERTIFICADA" "SI" NA "ARGELIA"
